id,approved,reason_for_rejection,accepted_under_conditions
2757,False,"['Credit score below 640.', 'DTI ratio too high: 72.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
2758,False,"['DTI ratio too high: 69.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
2759,False,"['DTI ratio too high: 59.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
2760,False,['Credit score below 640.'],[]
2761,False,"['DTI ratio too high: 48.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
2762,False,"['Credit score below 640.', 'DTI ratio too high: 46.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
2763,False,"['DTI ratio too high: 102.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
2764,False,"['Credit score below 640.', 'DTI ratio too high: 56.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
2765,False,"['DTI ratio too high: 107.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
2766,False,"['Credit score below 640.', 'DTI ratio too high: 67.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
2767,True,[],['DTI ratio above preferred level of 36%.']
2768,False,['Credit score below 640.'],[]
2769,False,"['Credit score below 640.', 'DTI ratio too high: 44.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
2770,False,"['DTI ratio too high: 72.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
2771,False,"['Credit score below 640.', 'DTI ratio too high: 73.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
2772,False,"['DTI ratio too high: 108.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
2773,False,"['Credit score below 640.', 'DTI ratio too high: 44.00%.', 'FEDTI ratio above preferred level of 28%.']",[]
2774,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2775,False,"['Credit score below 640.', 'DTI ratio too high: 119.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
2776,False,"['Credit score below 640.', 'DTI ratio too high: 67.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
2777,False,"['DTI ratio too high: 72.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
2778,False,"['DTI ratio too high: 77.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
2779,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2780,False,"['Credit score below 640.', 'DTI ratio too high: 77.88%.', 'FEDTI ratio above preferred level of 28%.']",[]
2781,False,"['DTI ratio too high: 72.15%.', 'FEDTI ratio above preferred level of 28%.']",[]
2782,False,"['Credit score below 640.', 'DTI ratio too high: 146.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
2783,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
2784,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2785,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2786,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2787,False,"['Credit score below 640.', 'DTI ratio too high: 83.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
2788,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2789,False,['Credit score below 640.'],[]
2790,False,"['DTI ratio too high: 89.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
2791,False,['Credit score below 640.'],[]
2792,False,"['Credit score below 640.', 'DTI ratio too high: 106.07%.', 'FEDTI ratio above preferred level of 28%.']",[]
2793,False,"['Credit score below 640.', 'DTI ratio too high: 74.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
2794,False,['DTI ratio too high: 59.61%.'],[]
2795,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2796,False,"['Credit score below 640.', 'DTI ratio too high: 50.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
2797,False,"['Credit score below 640.', 'DTI ratio too high: 56.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
2798,False,"['DTI ratio too high: 73.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
2799,False,['Credit score below 640.'],[]
2800,False,"['DTI ratio too high: 119.75%.', 'FEDTI ratio above preferred level of 28%.']",[]
2801,False,"['DTI ratio too high: 46.07%.', 'FEDTI ratio above preferred level of 28%.']",[]
2802,False,['DTI ratio too high: 46.91%.'],[]
2803,False,"['Credit score below 640.', 'DTI ratio too high: 52.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
2804,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2805,False,"['Credit score below 640.', 'DTI ratio too high: 73.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
2806,True,[],[]
2807,False,"['Credit score below 640.', 'DTI ratio too high: 70.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
2808,False,"['Credit score below 640.', 'DTI ratio too high: 95.27%.', 'FEDTI ratio above preferred level of 28%.']",[]
2809,False,['Credit score below 640.'],[]
2810,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2811,False,"['DTI ratio too high: 133.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
2812,False,"['Credit score below 640.', 'DTI ratio too high: 135.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
2813,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2814,False,['DTI ratio too high: 44.06%.'],[]
2815,False,"['DTI ratio too high: 63.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
2816,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2817,False,"['DTI ratio too high: 74.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
2818,True,[],[]
2819,False,"['Credit score below 640.', 'DTI ratio too high: 71.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
2820,False,"['DTI ratio too high: 70.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
2821,False,['DTI ratio too high: 51.31%.'],[]
2822,False,"['Credit score below 640.', 'DTI ratio too high: 119.56%.', 'FEDTI ratio above preferred level of 28%.']",[]
2823,False,['Credit score below 640.'],[]
2824,False,"['Credit score below 640.', 'DTI ratio too high: 105.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
2825,False,"['Credit score below 640.', 'DTI ratio too high: 49.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
2826,False,"['Credit score below 640.', 'DTI ratio too high: 44.48%.', 'FEDTI ratio above preferred level of 28%.']",[]
2827,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2828,False,['Credit score below 640.'],[]
2829,True,[],['DTI ratio above preferred level of 36%.']
2830,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2831,False,"['DTI ratio too high: 103.68%.', 'FEDTI ratio above preferred level of 28%.']",[]
2832,False,"['DTI ratio too high: 89.51%.', 'FEDTI ratio above preferred level of 28%.']",[]
2833,False,['Credit score below 640.'],[]
2834,True,[],['DTI ratio above preferred level of 36%.']
2835,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2836,True,[],[]
2837,False,"['DTI ratio too high: 78.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
2838,False,['DTI ratio too high: 45.09%.'],[]
2839,False,"['DTI ratio too high: 65.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
2840,False,"['DTI ratio too high: 80.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
2841,False,['Credit score below 640.'],[]
2842,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2843,False,"['DTI ratio too high: 43.71%.', 'FEDTI ratio above preferred level of 28%.']",[]
2844,False,"['DTI ratio too high: 90.41%.', 'FEDTI ratio above preferred level of 28%.']",[]
2845,True,[],['DTI ratio above preferred level of 36%.']
2846,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2847,False,"['Credit score below 640.', 'DTI ratio too high: 43.97%.', 'FEDTI ratio above preferred level of 28%.']",[]
2848,False,"['Credit score below 640.', 'DTI ratio too high: 129.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
2849,False,"['Credit score below 640.', 'DTI ratio too high: 44.80%.']",[]
2850,False,['Credit score below 640.'],[]
2851,False,"['DTI ratio too high: 94.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
2852,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2853,False,"['DTI ratio too high: 70.51%.', 'FEDTI ratio above preferred level of 28%.']",[]
2854,False,"['Credit score below 640.', 'DTI ratio too high: 78.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
2855,True,[],[]
2856,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2857,False,['DTI ratio too high: 43.18%.'],[]
2858,True,[],['DTI ratio above preferred level of 36%.']
2859,False,"['DTI ratio too high: 91.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
2860,False,['Credit score below 640.'],[]
2861,False,"['DTI ratio too high: 84.41%.', 'FEDTI ratio above preferred level of 28%.']",[]
2862,False,['Credit score below 640.'],[]
2863,False,['Credit score below 640.'],[]
2864,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
2865,False,['DTI ratio too high: 44.03%.'],[]
2866,False,"['DTI ratio too high: 69.76%.', 'FEDTI ratio above preferred level of 28%.']",[]
2867,False,"['DTI ratio too high: 111.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
2868,False,"['Credit score below 640.', 'DTI ratio too high: 46.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
2869,False,"['Credit score below 640.', 'DTI ratio too high: 154.62%.', 'FEDTI ratio above preferred level of 28%.']",[]
2870,True,[],[]
2871,False,"['DTI ratio too high: 50.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
2872,False,"['DTI ratio too high: 47.64%.', 'FEDTI ratio above preferred level of 28%.']",[]
2873,False,"['Credit score below 640.', 'DTI ratio too high: 43.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
2874,False,['DTI ratio too high: 48.20%.'],[]
2875,True,[],['DTI ratio above preferred level of 36%.']
2876,True,[],['DTI ratio above preferred level of 36%.']
2877,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
2878,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2879,False,"['DTI ratio too high: 139.41%.', 'FEDTI ratio above preferred level of 28%.']",[]
2880,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2881,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2882,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2883,False,"['DTI ratio too high: 43.41%.', 'FEDTI ratio above preferred level of 28%.']",[]
2884,False,"['Credit score below 640.', 'DTI ratio too high: 67.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
2885,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2886,False,"['Credit score below 640.', 'DTI ratio too high: 52.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
2887,False,['DTI ratio too high: 49.70%.'],[]
2888,False,"['DTI ratio too high: 50.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
2889,False,"['DTI ratio too high: 92.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
2890,False,"['Credit score below 640.', 'DTI ratio too high: 52.59%.', 'FEDTI ratio above preferred level of 28%.']",[]
2891,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2892,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2893,False,"['Credit score below 640.', 'DTI ratio too high: 49.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
2894,False,"['DTI ratio too high: 52.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
2895,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2896,False,"['Credit score below 640.', 'DTI ratio too high: 115.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
2897,False,"['Credit score below 640.', 'DTI ratio too high: 64.85%.', 'FEDTI ratio above preferred level of 28%.']",[]
2898,False,"['Credit score below 640.', 'DTI ratio too high: 67.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
2899,False,"['DTI ratio too high: 59.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
2900,False,['Credit score below 640.'],[]
2901,False,"['DTI ratio too high: 48.56%.', 'FEDTI ratio above preferred level of 28%.']",[]
2902,False,['Credit score below 640.'],[]
2903,True,[],[]
2904,False,"['DTI ratio too high: 99.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
2905,False,"['DTI ratio too high: 75.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
2906,False,"['DTI ratio too high: 71.50%.', 'FEDTI ratio above preferred level of 28%.']",[]
2907,False,"['Credit score below 640.', 'DTI ratio too high: 44.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
2908,False,"['DTI ratio too high: 58.47%.', 'FEDTI ratio above preferred level of 28%.']",[]
2909,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2910,False,"['DTI ratio too high: 106.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
2911,False,"['DTI ratio too high: 47.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
2912,False,"['DTI ratio too high: 94.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
2913,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
2914,False,"['Credit score below 640.', 'DTI ratio too high: 52.12%.', 'FEDTI ratio above preferred level of 28%.']",[]
2915,False,['Credit score below 640.'],[]
2916,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2917,False,"['DTI ratio too high: 86.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
2918,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2919,False,['Credit score below 640.'],[]
2920,False,"['Credit score below 640.', 'DTI ratio too high: 79.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
2921,False,['Credit score below 640.'],[]
2922,False,"['Credit score below 640.', 'DTI ratio too high: 58.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
2923,True,[],[]
2924,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2925,False,"['Credit score below 640.', 'DTI ratio too high: 46.71%.', 'FEDTI ratio above preferred level of 28%.']",[]
2926,False,"['DTI ratio too high: 51.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
2927,False,['Credit score below 640.'],[]
2928,False,"['DTI ratio too high: 133.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
2929,False,"['Credit score below 640.', 'DTI ratio too high: 72.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
2930,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2931,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2932,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2933,False,"['DTI ratio too high: 73.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
2934,False,"['DTI ratio too high: 62.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
2935,False,"['Credit score below 640.', 'DTI ratio too high: 103.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
2936,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2937,False,['DTI ratio too high: 46.59%.'],[]
2938,False,"['Credit score below 640.', 'DTI ratio too high: 85.98%.', 'FEDTI ratio above preferred level of 28%.']",[]
2939,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2940,False,"['DTI ratio too high: 52.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
2941,False,"['Credit score below 640.', 'DTI ratio too high: 71.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
2942,False,['Credit score below 640.'],[]
2943,False,['Credit score below 640.'],[]
2944,False,"['Credit score below 640.', 'DTI ratio too high: 76.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
2945,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
2946,True,[],['PMI required due to LTV ratio between 80% and 95%.']
2947,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
2948,False,['Credit score below 640.'],[]
2949,False,"['DTI ratio too high: 73.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
2950,False,"['DTI ratio too high: 84.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
2951,False,"['Credit score below 640.', 'DTI ratio too high: 46.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
